defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
objects,9.5,M11,6.3,81,morning,3.1,31.3,9.67,59.6,21.5,77.6,machine_fault
cut,10.3,M05,12.7,4,night,0.2,34.0,14.44,56.5,24.0,83.0,human_error
cut,1.4,M10,6.8,24,morning,4.0,42.6,12.14,66.2,29.0,87.0,human_error
thread_error,11.2,M09,5.2,3,morning,13.0,37.2,12.41,49.0,23.3,63.8,machine_fault
thread_error,36.1,M08,4.0,6,afternoon,8.5,52.4,9.19,63.1,25.3,94.0,machine_fault
oil_spot,17.2,M04,7.8,24,night,2.3,34.0,13.21,64.4,20.6,74.6,human_error
oil_spot,6.8,M08,9.5,40,night,5.1,24.5,17.76,29.0,19.6,90.9,human_error
hole,10.0,M03,13.1,6,night,2.9,32.9,9.59,49.4,22.7,65.3,human_error
thread_error,1.1,M05,8.3,2,morning,6.9,36.3,9.04,39.7,22.6,87.8,machine_fault
stain,6.0,M03,13.1,70,night,14.2,28.8,11.71,74.6,31.5,83.0,material_issue
objects,6.0,M02,2.3,8,night,4.6,36.6,6.74,43.2,25.3,65.1,human_error
objects,6.9,M11,2.6,26,night,9.0,42.2,11.06,41.2,25.8,62.0,machine_fault
objects,1.2,M04,14.3,5,morning,4.1,20.4,7.74,47.9,23.0,91.8,machine_fault
thread_error,6.3,M06,3.9,86,afternoon,2.0,33.3,16.05,54.3,19.5,65.5,machine_fault
hole,1.3,M07,2.4,74,afternoon,2.6,35.9,10.27,50.2,30.5,78.3,machine_fault
hole,2.1,M04,4.5,9,morning,4.7,41.0,13.82,47.2,21.9,86.0,machine_fault
thread_error,7.2,M03,10.4,3,night,10.8,29.5,10.86,33.2,22.2,68.7,machine_fault
thread_error,8.9,M09,12.6,38,morning,2.6,29.8,10.02,62.9,22.4,79.5,machine_fault
cut,2.0,M04,3.5,7,morning,2.0,28.5,13.72,57.2,28.9,56.6,human_error
thread_error,12.1,M03,9.0,0,morning,13.3,33.8,11.64,52.5,25.3,46.4,machine_fault
cut,33.0,M11,5.6,2,night,0.5,40.6,14.6,63.0,24.4,65.5,human_error
stain,1.8,M09,10.9,3,morning,0.1,32.7,13.11,56.5,26.2,73.0,human_error
objects,4.6,M07,14.9,9,morning,3.8,37.6,11.54,41.4,23.3,80.8,material_issue
cut,3.3,M03,10.0,0,night,0.8,23.5,11.35,61.7,22.6,49.3,human_error
thread_error,4.8,M01,12.8,19,morning,2.0,23.1,9.5,40.6,25.6,67.7,machine_fault
cut,18.5,M06,11.8,27,afternoon,2.4,30.6,11.89,44.0,23.0,73.2,material_issue
oil_spot,3.3,M10,7.8,9,morning,2.0,34.0,12.26,67.2,25.9,79.9,material_issue
stain,7.5,M10,8.9,4,night,5.6,44.4,10.9,47.3,22.1,79.3,human_error
hole,6.4,M04,7.8,16,night,1.1,37.7,11.89,61.7,22.1,79.9,human_error
objects,8.0,M02,4.7,8,morning,4.5,24.6,12.26,51.8,23.4,100.0,machine_fault
thread_error,6.9,M12,14.0,10,afternoon,6.9,46.5,11.94,53.8,21.4,78.3,machine_fault
thread_error,21.9,M03,14.0,11,afternoon,14.7,31.6,10.48,91.8,19.4,53.3,material_issue
stain,21.5,M09,6.0,16,morning,1.2,49.4,9.6,63.2,21.9,90.9,human_error
stain,3.6,M05,12.6,9,morning,0.9,26.3,9.02,49.3,21.4,70.9,human_error
thread_error,5.9,M07,11.4,29,night,8.9,34.2,9.75,52.3,21.9,35.5,machine_fault
thread_error,39.8,M06,6.5,42,morning,0.6,35.7,13.45,45.5,21.2,98.1,human_error
objects,8.2,M11,3.7,27,morning,11.3,33.8,9.0,61.8,25.4,96.2,machine_fault
stain,10.4,M07,1.9,17,morning,2.9,43.6,12.88,53.1,22.7,84.8,machine_fault
objects,1.3,M02,12.9,61,afternoon,0.2,33.8,11.08,50.7,23.6,77.0,machine_fault
thread_error,6.6,M11,3.1,27,afternoon,4.1,31.9,13.49,89.7,25.2,65.4,material_issue
hole,1.8,M10,8.5,24,morning,5.5,39.1,11.54,55.0,22.2,51.3,machine_fault
thread_error,14.6,M06,9.6,21,morning,11.8,31.5,10.88,42.0,29.6,70.5,machine_fault
hole,2.4,M03,2.9,1,afternoon,3.0,34.4,14.1,40.9,29.1,62.9,human_error
color_defect,1.7,M06,6.5,8,morning,3.5,25.5,9.99,52.0,25.1,83.6,material_issue
thread_error,35.9,M08,6.5,11,night,3.2,39.1,8.72,52.4,24.9,87.3,human_error
color_defect,10.4,M10,2.7,7,morning,1.1,33.5,10.03,42.8,27.0,75.1,human_error
objects,11.5,M10,4.1,5,afternoon,16.3,41.9,14.13,48.8,19.3,55.6,machine_fault
color_defect,2.5,M09,9.0,0,afternoon,2.7,37.6,9.23,69.9,28.0,96.5,material_issue
hole,4.0,M11,6.3,6,night,1.3,31.9,10.17,45.3,22.9,87.8,human_error
cut,7.6,M06,14.9,13,morning,0.9,28.4,16.87,69.3,23.8,81.7,human_error
color_defect,2.0,M11,3.7,31,afternoon,1.8,38.6,14.07,32.8,25.3,79.4,material_issue
stain,24.2,M07,13.7,17,morning,0.9,38.6,11.15,48.7,22.1,65.1,material_issue
thread_error,45.6,M04,7.3,2,afternoon,6.3,35.7,11.06,52.0,27.9,58.4,machine_fault
hole,3.4,M08,14.1,16,afternoon,1.7,22.4,14.14,44.9,27.2,86.4,machine_fault
color_defect,7.9,M08,6.1,71,morning,3.7,35.4,15.35,48.7,23.3,95.4,material_issue
cut,2.8,M10,1.1,22,morning,7.0,33.7,9.84,64.7,24.4,70.9,material_issue
cut,5.7,M03,11.9,20,afternoon,2.3,26.0,11.13,57.2,25.7,70.4,human_error
thread_error,1.0,M05,9.4,21,night,3.0,51.2,9.74,46.6,24.3,79.7,human_error
cut,8.2,M12,11.9,10,morning,0.4,29.7,11.75,52.0,32.3,61.4,human_error
objects,17.1,M11,13.3,13,morning,8.7,45.7,9.95,41.0,20.9,59.9,machine_fault
cut,2.9,M06,13.0,16,morning,3.0,31.0,14.26,64.4,17.3,78.0,human_error
thread_error,14.6,M05,9.5,33,morning,1.4,32.5,10.73,46.6,27.4,90.7,machine_fault
stain,20.8,M03,7.8,2,night,2.3,38.1,13.72,52.6,25.2,100.0,human_error
cut,5.7,M09,10.5,12,night,0.6,30.7,12.94,50.1,22.6,93.1,human_error
color_defect,5.5,M12,0.7,3,afternoon,8.3,36.7,10.4,72.5,22.0,78.5,material_issue
objects,1.1,M05,3.6,31,afternoon,1.8,29.5,11.17,61.6,21.0,80.2,machine_fault
cut,9.0,M01,5.0,67,morning,1.3,26.6,11.67,48.8,23.7,71.6,human_error
color_defect,13.4,M01,3.3,9,afternoon,1.6,30.6,14.93,62.5,28.2,52.8,human_error
color_defect,6.2,M07,1.8,14,afternoon,9.9,23.8,12.17,62.5,22.3,71.5,material_issue
stain,8.4,M03,4.6,1,night,0.2,33.9,11.24,56.6,24.1,74.1,human_error
thread_error,2.8,M01,6.8,19,night,3.2,21.9,14.66,75.5,27.9,81.6,human_error
cut,8.1,M09,13.1,74,morning,0.5,38.4,16.85,35.5,19.2,55.7,human_error
thread_error,1.2,M11,4.1,54,night,7.1,39.8,15.08,51.5,22.0,60.9,machine_fault
oil_spot,12.0,M07,13.0,41,night,2.5,38.7,15.52,59.5,21.1,68.2,human_error
cut,1.7,M04,12.7,18,night,3.0,40.6,11.25,50.6,25.8,69.3,human_error
cut,4.2,M09,13.4,5,morning,4.0,35.4,12.14,70.2,21.2,76.2,human_error
hole,8.2,M02,3.7,0,night,2.2,42.6,10.06,66.5,24.7,64.3,human_error
thread_error,14.7,M09,7.1,12,night,1.4,43.6,14.4,31.8,22.0,62.2,human_error
hole,1.6,M10,8.2,10,night,2.1,48.2,14.06,55.6,23.1,100.0,human_error
objects,4.8,M04,10.9,6,morning,1.9,38.3,12.56,52.7,22.5,61.4,machine_fault
objects,14.7,M02,3.4,25,morning,0.4,28.4,17.75,29.1,27.7,87.0,material_issue
oil_spot,7.5,M06,9.9,2,afternoon,5.1,30.8,11.73,58.6,24.5,75.4,material_issue
objects,13.7,M10,10.3,19,night,0.9,27.9,19.07,56.7,24.4,68.8,human_error
oil_spot,2.9,M08,7.3,84,afternoon,0.6,27.6,8.92,73.7,22.7,89.1,material_issue
thread_error,18.0,M04,11.7,18,morning,5.5,31.9,13.31,62.1,24.8,69.5,machine_fault
stain,4.8,M09,13.0,34,morning,5.1,32.0,13.01,62.8,22.0,58.9,material_issue
thread_error,4.9,M07,5.1,3,night,2.0,24.5,9.33,49.9,31.8,51.5,human_error
oil_spot,17.2,M09,0.7,22,morning,6.2,28.9,13.44,64.1,26.0,77.7,material_issue
objects,4.4,M07,6.5,17,afternoon,2.4,25.7,10.04,53.8,20.0,87.7,human_error
oil_spot,5.0,M06,8.9,11,afternoon,0.7,32.2,13.45,48.5,26.6,98.2,human_error
color_defect,4.0,M07,14.0,16,afternoon,7.9,43.1,11.57,37.4,21.1,68.3,material_issue
hole,4.0,M05,11.7,3,morning,3.6,44.3,13.88,59.4,20.3,80.0,human_error
thread_error,1.1,M02,13.9,4,afternoon,0.9,44.2,14.68,44.2,20.3,78.4,machine_fault
oil_spot,5.2,M02,11.5,39,morning,0.8,39.0,11.03,56.7,24.7,66.1,human_error
hole,3.2,M08,3.5,19,night,8.1,36.5,11.05,48.8,21.3,93.2,human_error
hole,30.9,M08,7.4,6,afternoon,4.5,36.5,10.59,70.0,24.0,69.0,material_issue
cut,10.2,M07,3.9,12,night,0.6,18.4,10.65,58.3,25.0,42.5,human_error
color_defect,7.6,M08,11.9,7,night,6.4,33.3,12.2,61.1,24.6,52.5,human_error
hole,1.3,M03,1.3,9,morning,1.6,31.5,16.37,63.5,23.0,67.7,human_error
thread_error,8.4,M09,13.6,10,morning,11.4,35.5,12.19,69.1,19.8,82.0,machine_fault
stain,7.6,M09,11.8,6,night,7.3,32.5,13.53,33.1,25.6,62.2,human_error
oil_spot,1.1,M03,6.7,2,morning,0.7,42.4,8.4,37.7,22.1,89.4,material_issue
thread_error,5.9,M07,8.5,19,afternoon,1.8,20.8,12.34,49.4,21.9,78.5,machine_fault
cut,5.3,M11,6.4,31,afternoon,0.2,40.3,8.16,30.8,27.8,60.1,human_error
objects,18.6,M06,4.7,18,morning,11.9,32.9,13.0,75.6,20.3,64.3,material_issue
objects,14.5,M02,4.0,16,afternoon,1.8,41.1,15.72,42.0,24.1,100.0,machine_fault
objects,8.5,M05,11.2,4,morning,1.3,38.6,10.22,48.1,24.1,68.0,machine_fault
oil_spot,29.4,M10,1.4,82,afternoon,0.8,38.8,9.49,61.8,24.9,69.2,human_error
cut,9.4,M08,5.8,20,morning,3.8,36.5,10.49,31.7,26.1,81.3,material_issue
thread_error,1.3,M08,7.3,4,afternoon,0.4,40.9,7.51,59.5,28.5,97.7,human_error
hole,10.1,M12,0.8,10,morning,4.8,35.1,15.29,36.4,22.0,71.4,human_error
color_defect,4.0,M11,13.2,11,afternoon,10.6,28.0,14.82,64.6,22.8,75.1,material_issue
oil_spot,13.3,M06,2.0,1,morning,6.3,41.2,8.8,39.6,22.7,100.0,material_issue
thread_error,24.6,M09,0.5,8,afternoon,1.1,52.5,14.54,60.2,22.3,77.7,human_error
thread_error,18.8,M03,6.4,9,night,1.5,37.3,8.66,55.3,20.8,80.4,human_error
thread_error,12.0,M07,6.9,16,afternoon,0.9,45.9,11.47,64.6,20.0,87.1,machine_fault
oil_spot,6.6,M07,7.4,5,afternoon,0.2,48.2,17.17,53.6,25.5,91.3,human_error
thread_error,15.7,M12,14.2,15,morning,12.5,23.3,14.56,65.2,18.6,24.2,machine_fault
color_defect,1.1,M03,13.1,26,night,10.6,49.7,10.83,63.9,23.5,98.5,human_error
objects,10.7,M04,11.3,8,afternoon,3.3,34.2,12.73,51.8,20.3,61.8,human_error
color_defect,6.9,M02,9.1,2,afternoon,4.0,33.5,9.06,74.4,20.5,64.4,human_error
stain,6.8,M12,8.9,2,afternoon,11.5,42.6,13.45,30.9,21.3,92.8,material_issue
oil_spot,4.0,M06,3.3,28,night,0.8,43.3,11.67,71.3,23.8,77.1,material_issue
hole,7.7,M12,2.4,0,afternoon,1.6,44.6,11.85,59.2,28.0,76.5,machine_fault
stain,4.5,M10,11.6,20,morning,10.4,49.4,7.54,35.0,20.6,49.0,material_issue
color_defect,6.5,M06,3.2,7,night,12.2,49.8,12.99,69.8,21.9,91.6,human_error
stain,12.6,M06,2.5,8,morning,6.8,46.1,10.82,58.6,27.3,65.2,material_issue
hole,1.7,M06,0.6,65,morning,2.2,47.9,14.46,39.7,24.8,45.0,material_issue
oil_spot,6.5,M02,1.8,0,night,7.3,38.4,8.34,48.7,27.5,84.0,human_error
oil_spot,1.1,M01,12.7,0,afternoon,2.0,28.9,12.48,46.6,20.3,81.3,material_issue
hole,14.8,M01,5.0,6,morning,1.5,50.8,13.11,42.7,25.3,51.6,material_issue
oil_spot,4.5,M09,7.8,3,afternoon,13.2,37.0,12.02,59.7,21.0,57.3,material_issue
oil_spot,19.2,M09,10.1,8,afternoon,7.6,29.1,9.28,57.9,20.8,85.3,material_issue
stain,5.6,M02,7.0,27,afternoon,10.5,28.4,13.06,47.8,22.9,85.9,material_issue
thread_error,3.2,M09,8.8,9,afternoon,0.2,27.1,13.52,25.0,20.4,41.1,material_issue
cut,13.8,M08,12.7,25,afternoon,6.7,35.6,9.3,58.3,22.9,95.6,human_error
thread_error,9.1,M02,1.1,39,afternoon,4.1,37.7,14.74,44.4,26.5,78.7,material_issue
hole,3.2,M08,7.8,28,morning,1.7,28.9,9.73,47.1,23.5,86.4,human_error
oil_spot,2.5,M07,13.8,52,afternoon,10.1,27.7,13.56,25.4,27.7,41.8,material_issue
color_defect,17.3,M09,3.4,4,afternoon,0.9,27.5,15.11,68.2,21.4,63.7,material_issue
hole,4.5,M04,10.6,2,morning,2.2,42.5,9.58,55.3,31.2,97.6,human_error
cut,22.5,M08,1.3,9,night,0.3,40.3,13.33,39.1,23.1,57.4,human_error
cut,6.6,M02,10.8,53,afternoon,14.9,51.9,13.44,57.4,21.8,69.9,machine_fault
hole,1.3,M09,11.9,17,afternoon,11.0,26.8,9.06,58.7,26.7,77.1,machine_fault
color_defect,8.1,M10,12.0,16,morning,0.6,37.5,11.11,57.5,30.8,58.3,machine_fault
hole,5.7,M08,6.8,46,morning,1.4,35.6,13.44,67.3,18.4,67.9,machine_fault
oil_spot,16.4,M10,14.0,45,night,0.6,49.4,12.42,54.0,23.3,75.3,human_error
stain,2.7,M05,3.6,10,morning,1.0,28.3,11.51,60.7,26.7,59.3,human_error
oil_spot,10.8,M03,5.7,18,afternoon,8.4,20.0,9.47,49.2,20.9,60.1,material_issue
hole,7.7,M01,2.9,6,afternoon,3.8,46.1,11.63,49.0,28.2,86.8,human_error
cut,2.9,M01,5.5,105,night,4.6,43.5,6.69,67.8,20.4,60.3,human_error
cut,5.9,M08,12.5,25,afternoon,1.1,33.4,12.9,60.8,20.7,83.9,human_error
cut,2.5,M04,4.7,0,afternoon,10.4,27.5,9.72,65.2,26.2,93.3,machine_fault
stain,3.1,M11,5.4,0,afternoon,4.6,19.6,10.65,63.4,23.7,97.6,material_issue
cut,4.2,M05,4.8,2,night,3.7,42.3,12.96,30.3,21.4,63.2,human_error
color_defect,3.0,M02,13.0,7,morning,5.8,39.7,9.25,55.1,15.5,70.1,material_issue
stain,4.6,M01,6.1,15,night,6.8,29.1,10.31,67.0,29.1,57.2,material_issue
color_defect,2.1,M02,6.9,14,afternoon,2.8,31.6,15.02,80.9,27.2,77.5,material_issue
oil_spot,15.0,M09,1.2,1,night,0.9,38.4,11.13,64.5,27.4,68.3,human_error
color_defect,9.0,M12,4.8,15,afternoon,0.7,47.2,12.42,40.4,23.7,80.7,human_error
objects,8.8,M09,2.8,6,morning,0.3,23.0,13.15,55.1,24.7,85.5,human_error
oil_spot,2.9,M12,10.6,9,afternoon,2.9,27.6,11.54,58.3,26.0,100.0,material_issue
hole,3.2,M03,2.7,45,night,7.2,39.5,13.98,51.6,25.1,85.8,machine_fault
stain,20.6,M09,13.1,2,morning,1.0,10.0,9.84,42.8,24.1,65.1,material_issue
stain,17.8,M01,1.6,13,afternoon,3.6,27.5,11.06,49.2,26.5,75.0,material_issue
oil_spot,5.3,M08,11.5,2,morning,0.0,34.7,12.59,53.4,26.2,70.6,human_error
stain,2.0,M05,7.5,2,afternoon,4.9,18.4,11.6,53.8,21.1,71.2,material_issue
color_defect,9.4,M10,5.2,15,morning,1.1,50.2,10.19,49.2,21.7,81.2,human_error
oil_spot,5.8,M09,6.2,68,afternoon,6.3,25.9,10.28,56.9,24.1,90.0,machine_fault
cut,1.2,M11,4.1,14,morning,0.8,31.5,10.1,50.2,25.5,78.5,human_error
color_defect,25.4,M10,7.1,86,night,0.5,32.5,13.6,66.2,21.6,100.0,human_error
stain,5.5,M07,12.2,27,morning,6.7,53.4,12.84,54.1,27.3,85.0,machine_fault
objects,6.8,M02,2.8,18,morning,1.2,34.0,13.08,70.6,31.4,77.7,human_error
hole,1.2,M08,3.0,4,morning,8.9,40.5,12.89,20.0,18.7,67.5,material_issue
hole,7.4,M02,12.3,2,morning,0.9,38.9,6.61,69.1,23.9,81.5,human_error
thread_error,1.4,M11,2.2,9,afternoon,0.4,30.3,12.32,44.9,26.1,68.1,machine_fault
color_defect,17.3,M05,1.7,19,afternoon,10.6,41.7,13.82,48.9,21.8,70.1,material_issue
hole,2.5,M11,3.2,93,night,5.3,23.3,13.3,53.7,20.9,100.0,machine_fault
hole,13.2,M03,5.4,4,morning,0.8,22.7,14.07,58.8,23.0,57.1,human_error
objects,2.4,M12,6.3,3,morning,9.5,26.0,10.83,71.4,23.5,44.4,material_issue
cut,2.6,M01,12.2,7,morning,1.3,30.4,9.45,55.9,22.1,66.8,human_error
oil_spot,2.6,M02,4.5,16,night,3.8,47.1,13.07,40.9,21.6,67.1,material_issue
cut,11.9,M05,0.8,0,afternoon,3.8,32.3,14.81,72.4,24.9,78.5,human_error
stain,3.4,M03,3.6,18,afternoon,8.2,27.1,8.94,48.8,24.8,68.3,material_issue
objects,16.6,M05,10.6,6,night,2.6,44.3,10.1,73.8,22.4,90.0,human_error
color_defect,7.7,M06,14.0,3,morning,6.8,23.7,7.28,44.8,21.8,73.6,material_issue
thread_error,1.6,M01,5.3,2,night,3.1,34.3,12.9,49.8,24.9,71.3,human_error
color_defect,5.2,M12,14.3,32,afternoon,1.5,30.0,10.25,55.2,24.8,41.0,human_error
objects,7.9,M01,4.6,8,morning,0.1,40.8,10.72,64.2,28.3,71.0,human_error
stain,4.9,M02,13.9,9,morning,1.6,44.4,6.44,39.4,30.5,48.7,material_issue
hole,5.8,M08,10.4,7,afternoon,11.7,54.1,12.59,49.5,29.7,81.1,machine_fault
oil_spot,1.6,M09,1.2,19,morning,4.5,35.9,9.91,54.8,27.5,65.4,human_error
cut,26.4,M12,13.0,22,night,3.6,43.3,12.47,54.8,23.0,71.0,human_error
oil_spot,10.3,M07,7.2,36,morning,3.0,35.4,13.25,53.1,20.7,84.1,material_issue
thread_error,4.0,M07,14.2,18,morning,2.6,25.9,15.73,40.4,24.6,77.6,machine_fault
cut,1.6,M01,1.4,15,night,0.6,32.1,10.5,61.9,30.0,73.1,human_error
stain,7.4,M10,8.3,27,morning,10.1,27.6,9.76,48.5,27.1,67.5,material_issue
color_defect,5.8,M03,5.9,12,morning,14.9,33.2,15.32,36.2,24.6,44.4,material_issue
color_defect,8.5,M10,12.2,14,afternoon,6.9,15.9,13.68,45.7,26.6,79.7,human_error
objects,1.6,M07,0.7,9,night,4.0,24.3,13.42,69.8,25.7,56.7,material_issue
thread_error,1.3,M03,8.8,15,morning,1.8,37.5,12.17,71.2,20.4,78.4,human_error
objects,2.5,M05,13.2,10,night,0.9,35.7,13.76,61.1,21.8,60.3,human_error
stain,3.5,M05,2.5,60,morning,7.2,32.6,12.67,65.2,25.7,72.0,material_issue
hole,8.3,M05,10.0,3,night,1.4,30.6,10.64,64.7,19.4,74.8,human_error
objects,4.2,M02,5.1,40,night,4.7,45.4,14.33,81.8,22.3,74.8,human_error
stain,8.8,M10,7.9,6,afternoon,1.9,33.4,13.73,55.9,24.9,73.6,human_error
color_defect,3.5,M10,5.8,43,afternoon,12.1,28.8,10.23,40.9,27.0,70.3,material_issue
cut,9.1,M05,12.7,7,night,3.6,17.9,9.28,59.2,24.8,70.1,human_error
hole,3.8,M10,8.8,14,night,0.9,43.6,14.2,54.3,22.7,78.2,machine_fault
stain,8.7,M07,0.7,72,night,6.8,38.5,13.02,71.8,23.1,90.2,material_issue
thread_error,9.0,M10,6.7,18,afternoon,1.2,39.7,11.0,47.6,21.5,100.0,human_error
oil_spot,7.1,M06,9.6,1,afternoon,3.0,52.5,8.18,52.5,24.2,95.2,material_issue
thread_error,3.4,M07,10.2,4,night,7.6,26.9,11.35,35.7,27.7,62.1,human_error
stain,1.3,M09,11.4,5,night,1.9,33.9,12.75,59.7,31.3,81.0,human_error
hole,30.5,M09,9.1,10,morning,0.5,24.2,15.48,59.0,23.6,84.2,human_error
thread_error,7.6,M05,6.4,21,morning,1.8,39.6,12.31,43.4,21.5,73.1,machine_fault
thread_error,6.5,M10,5.0,1,night,2.1,30.6,14.36,19.3,24.0,43.6,human_error
color_defect,35.2,M01,13.9,3,night,0.9,34.9,9.82,48.6,27.4,59.1,human_error
cut,5.0,M10,11.3,20,afternoon,3.4,40.6,13.15,50.4,22.1,99.8,human_error
thread_error,18.5,M08,2.3,10,night,5.3,33.5,15.85,68.0,22.7,83.2,human_error
stain,4.7,M06,4.0,7,night,0.9,33.2,12.77,51.9,25.8,72.8,human_error
cut,1.6,M03,12.4,28,morning,2.2,41.6,13.67,67.3,23.9,60.2,material_issue
objects,17.6,M08,4.3,6,morning,2.9,17.6,10.99,27.8,26.5,72.0,material_issue
oil_spot,9.6,M06,2.1,6,night,1.2,40.0,8.31,53.5,24.5,95.6,human_error
hole,15.9,M05,12.6,1,afternoon,9.7,39.6,14.33,64.7,24.3,73.9,machine_fault
oil_spot,13.4,M09,7.2,28,afternoon,1.1,35.7,14.13,57.7,24.7,77.3,human_error
oil_spot,33.7,M10,11.2,2,night,0.7,26.5,8.89,55.2,24.3,79.4,human_error
cut,14.1,M11,13.5,18,night,0.8,31.9,7.88,52.2,27.4,55.0,human_error
objects,21.8,M05,10.8,19,afternoon,3.1,43.8,12.31,48.0,26.8,65.1,machine_fault
hole,16.2,M08,6.3,56,morning,2.0,23.7,10.26,44.7,21.4,61.3,machine_fault
thread_error,9.7,M09,14.1,59,night,1.7,35.5,9.03,47.2,22.9,68.0,human_error
cut,8.0,M12,8.6,3,night,1.2,32.5,11.35,67.3,24.4,77.6,human_error
hole,40.8,M08,7.0,13,afternoon,2.6,35.6,11.67,54.7,21.9,73.5,machine_fault
hole,8.2,M01,8.9,11,morning,3.0,42.9,11.07,55.4,22.6,73.5,machine_fault
cut,31.2,M08,13.8,5,afternoon,3.1,40.2,12.84,54.8,25.1,80.1,human_error
oil_spot,17.6,M05,3.7,2,afternoon,1.2,28.0,11.85,41.9,24.1,70.5,human_error
stain,11.1,M03,0.6,34,morning,5.1,28.9,11.93,58.6,25.4,89.3,human_error
oil_spot,10.4,M09,3.3,48,afternoon,8.8,49.7,9.85,64.3,21.6,65.9,material_issue
stain,6.3,M10,5.0,74,afternoon,1.6,23.9,13.26,24.9,23.3,74.8,material_issue
cut,1.4,M11,13.7,0,night,2.3,30.1,9.29,65.6,27.3,65.9,human_error
oil_spot,11.8,M09,14.0,1,morning,2.1,36.8,9.48,54.1,21.8,88.8,human_error
oil_spot,7.3,M04,9.1,4,morning,2.9,29.8,12.77,56.4,27.6,57.7,material_issue
oil_spot,1.2,M05,4.9,24,afternoon,0.5,32.4,9.55,66.0,22.7,55.6,material_issue
color_defect,11.1,M08,12.0,6,night,0.4,34.7,7.63,53.4,22.3,94.6,human_error
stain,15.8,M08,6.8,4,afternoon,6.8,50.7,12.06,24.3,25.2,38.3,material_issue
stain,3.2,M01,2.8,14,night,4.6,27.6,11.64,55.9,27.3,72.7,material_issue
oil_spot,5.3,M05,4.0,4,morning,10.9,31.3,9.5,89.2,21.9,70.2,material_issue
thread_error,7.0,M05,2.6,5,morning,0.2,32.1,12.47,52.7,20.0,86.8,human_error
objects,15.4,M10,9.4,15,night,1.0,32.1,11.84,32.9,20.1,72.8,human_error
cut,17.4,M07,6.5,2,morning,6.3,24.7,10.66,56.5,24.7,68.8,human_error
oil_spot,4.6,M11,2.7,5,morning,2.6,28.9,7.48,48.7,20.4,65.0,human_error
thread_error,12.3,M05,5.2,5,afternoon,2.4,21.4,12.44,75.9,26.9,80.6,machine_fault
hole,5.1,M02,11.6,2,morning,1.5,28.4,9.32,55.7,25.2,100.0,human_error
hole,4.1,M09,9.6,12,morning,9.4,30.4,9.38,49.5,31.9,78.9,machine_fault
thread_error,11.2,M11,12.5,90,morning,2.6,35.2,12.35,40.8,26.6,69.1,machine_fault
hole,2.6,M09,0.8,43,morning,0.8,35.0,13.39,40.0,26.5,97.4,machine_fault
cut,3.3,M10,11.7,14,night,11.9,33.8,12.65,84.6,18.3,77.9,material_issue
stain,6.4,M04,9.9,4,afternoon,3.0,43.4,12.9,58.3,28.7,70.7,human_error
stain,7.3,M10,11.4,32,morning,0.3,35.0,13.5,51.5,22.9,86.9,human_error
color_defect,6.7,M04,5.0,76,morning,0.2,26.8,10.45,28.9,24.8,79.8,material_issue
cut,15.0,M11,4.1,1,night,11.7,38.6,10.78,51.7,27.5,77.4,human_error
color_defect,8.2,M05,5.0,12,morning,3.2,31.8,7.75,78.0,20.3,75.6,material_issue
hole,5.7,M10,7.2,6,night,3.3,41.5,14.12,59.8,24.9,72.0,human_error
objects,3.9,M02,5.6,59,afternoon,3.8,30.9,17.22,51.7,23.2,85.7,machine_fault
objects,2.0,M08,5.8,0,afternoon,0.9,38.1,10.27,59.8,24.8,70.4,human_error
cut,1.6,M06,2.8,19,morning,2.3,33.8,13.98,67.9,31.3,61.5,material_issue
objects,4.6,M09,1.1,88,night,0.4,43.1,7.63,52.3,17.0,93.0,human_error
hole,3.4,M03,1.9,7,afternoon,5.4,50.9,10.35,64.3,26.5,65.1,human_error
cut,2.7,M07,3.4,18,night,4.8,34.5,10.49,67.4,25.7,92.9,human_error
cut,6.2,M06,2.0,9,morning,5.2,24.0,11.4,51.5,23.4,56.9,human_error
thread_error,3.4,M06,10.1,4,night,2.3,33.4,15.35,62.7,20.5,67.2,human_error
objects,5.7,M04,6.9,4,afternoon,7.7,15.6,16.61,55.4,25.2,75.0,machine_fault
stain,2.1,M11,4.1,0,afternoon,5.6,29.2,13.7,55.1,24.1,59.5,material_issue
color_defect,1.2,M10,7.4,46,afternoon,0.2,26.0,10.71,62.3,26.5,61.3,human_error
objects,21.4,M10,0.9,20,night,0.7,42.2,5.66,55.1,18.0,89.7,human_error
thread_error,2.8,M10,2.7,25,afternoon,1.4,36.0,14.4,50.6,22.6,78.8,material_issue
oil_spot,7.9,M07,3.0,21,night,16.0,49.3,6.38,68.3,20.4,75.7,material_issue
objects,4.8,M09,1.7,12,night,5.2,31.1,12.81,58.6,25.1,71.1,human_error
objects,7.4,M11,1.7,20,afternoon,9.3,33.4,11.01,60.7,23.7,46.8,machine_fault
hole,2.4,M12,8.2,34,afternoon,7.1,34.2,9.42,54.7,27.5,83.6,machine_fault
cut,4.3,M11,1.3,92,night,1.3,36.1,12.21,61.4,23.8,61.0,material_issue
color_defect,7.3,M11,3.4,0,morning,5.4,36.0,8.53,60.3,29.5,45.6,material_issue
objects,5.2,M01,3.7,0,night,2.9,31.6,10.63,67.3,23.7,67.9,human_error
